activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,741654,[],CHEMBL655895,Inhibitory concentration against butyrylcholinesterase from human serum,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1)Cc1ccccc1,,,CHEMBL1136713,J. Med. Chem.,2003,"{'bei': '9.40', 'le': '0.18', 'lle': '-2.44', 'sei': '12.68'}",CHEMBL176585,,CHEMBL176585,5.97,False,http://www.openphacts.org/units/Nanomolar,346221,=,1,True,=,,IC50,nM,,1071.52,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,pIC50,,UO_0000065,,5.97
,741912,[],CHEMBL876073,Inhibition of human Butyrylcholinesterase,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2,,,CHEMBL1130392,J. Med. Chem.,1997,"{'bei': '22.77', 'le': '0.43', 'lle': '4.20', 'sei': '11.10'}",CHEMBL99414,,CHEMBL99414,5.95,False,http://www.openphacts.org/units/Nanomolar,182707,=,1,True,=,,IC50,nM,,1120.5,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,1120.5
,744395,[],CHEMBL655895,Inhibitory concentration against butyrylcholinesterase from human serum,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,,,CHEMBL1136713,J. Med. Chem.,2003,"{'bei': '7.66', 'le': '0.15', 'lle': '-4.33', 'sei': '11.44'}",CHEMBL177052,,CHEMBL177052,5.39,False,http://www.openphacts.org/units/Nanomolar,346222,=,1,True,=,,IC50,nM,,4073.8,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,pIC50,,UO_0000065,,5.39
,745660,[],CHEMBL655895,Inhibitory concentration against butyrylcholinesterase from human serum,B,,,BAO_0000190,BAO_0000357,single protein format,CC[N+](C)(CCCCCCOCCCCCCCCOCCCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,,,CHEMBL1136713,J. Med. Chem.,2003,"{'bei': '9.12', 'le': '0.17', 'lle': '-3.71', 'sei': '16.58'}",CHEMBL172442,,CHEMBL172442,6.12,False,http://www.openphacts.org/units/Nanomolar,346239,=,1,True,=,,IC50,nM,,758.58,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,pIC50,,UO_0000065,,6.12
,746826,[],CHEMBL655895,Inhibitory concentration against butyrylcholinesterase from human serum,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,,,CHEMBL1136713,J. Med. Chem.,2003,"{'bei': '7.39', 'le': '0.14', 'lle': '-2.72', 'sei': '7.52'}",CHEMBL11805,CAPROCTAMINE,CHEMBL11805,4.93,True,http://www.openphacts.org/units/Nanomolar,346218,=,1,True,=,,IC50,nM,,11748.98,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,pIC50,,UO_0000065,,4.93
,746833,[],CHEMBL655895,Inhibitory concentration against butyrylcholinesterase from human serum,B,,,BAO_0000190,BAO_0000357,single protein format,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,,,CHEMBL1136713,J. Med. Chem.,2003,"{'bei': '8.07', 'le': '0.15', 'lle': '-2.87', 'sei': '9.90'}",CHEMBL173018,,CHEMBL173018,5.85,False,http://www.openphacts.org/units/Nanomolar,346232,=,1,True,=,,IC50,nM,,1412.54,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,pIC50,,UO_0000065,,5.85
,750807,[],CHEMBL876073,Inhibition of human Butyrylcholinesterase,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2,,,CHEMBL1130392,J. Med. Chem.,1997,"{'bei': '31.25', 'le': '0.59', 'lle': '6.42', 'sei': '15.24'}",CHEMBL431784,,CHEMBL431784,8.17,True,http://www.openphacts.org/units/Nanomolar,182702,=,1,True,=,,IC50,nM,,6.8,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,6.8
,752039,[],CHEMBL876073,Inhibition of human Butyrylcholinesterase,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CC[C@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12,,,CHEMBL1130392,J. Med. Chem.,1997,"{'bei': '17.80', 'le': '0.33', 'lle': '2.12', 'sei': '10.74'}",CHEMBL99284,,CHEMBL99284,5.76,False,http://www.openphacts.org/units/Nanomolar,182705,=,1,True,=,,IC50,nM,,1745.5,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,1745.5
,753978,[],CHEMBL857083,Inhibitory activity against butyrylcholinesterase (BChE) in human erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1134461,J. Med. Chem.,2001,,CHEMBL11805,CAPROCTAMINE,CHEMBL11805,,False,http://www.openphacts.org/units/Nanomolar,9828,=,1,True,=,,IC50,nM,,85113803820237.6,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,Log IC50,,UO_0000065,,4.93
,758378,[],CHEMBL654403,In vitro inhibition of Butyrylcholinesterase from human erythrocytes,B,,,BAO_0000190,BAO_0000019,assay format,CN1C(=O)Cc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc21.CS(=O)(=O)O,,,CHEMBL1128477,J. Med. Chem.,1995,"{'bei': '13.73', 'le': '0.25', 'lle': '1.16', 'sei': '10.78'}",CHEMBL94546,,CHEMBL1179697,5.35,False,http://www.openphacts.org/units/Nanomolar,175458,=,1,True,=,,IC50,nM,,4500.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,4500.0
,758481,[],CHEMBL857083,Inhibitory activity against butyrylcholinesterase (BChE) in human erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1ccc2c(c1)OC[C@@H]1CC[N+](C)(C)[C@H]21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1134461,J. Med. Chem.,2001,,CHEMBL12324,,CHEMBL12324,,False,http://www.openphacts.org/units/Nanomolar,9834,=,1,True,=,,IC50,nM,,338844156139203.44,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,Log IC50,,UO_0000065,,5.53
,760511,[],CHEMBL857083,Inhibitory activity against butyrylcholinesterase (BChE) in human erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1ccc2c(c1)[C@@H]1[C@@H](CCN1C)CO2,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1134461,J. Med. Chem.,2001,,CHEMBL11514,,CHEMBL11514,,False,http://www.openphacts.org/units/Nanomolar,9830,=,1,True,=,,IC50,nM,,97723722095581.11,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,Log IC50,,UO_0000065,,4.99
,761523,[],CHEMBL654403,In vitro inhibition of Butyrylcholinesterase from human erythrocytes,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)/C=C\C(=O)O.O=C1Cc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc2N1,,,CHEMBL1128477,J. Med. Chem.,1995,"{'bei': '13.70', 'le': '0.25', 'lle': '0.97', 'sei': '8.81'}",CHEMBL329012,ICOPEZIL MALEATE,CHEMBL359570,5.14,False,http://www.openphacts.org/units/Nanomolar,175459,=,1,True,=,,IC50,nM,,7200.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,7200.0
,762614,[],CHEMBL857083,Inhibitory activity against butyrylcholinesterase (BChE) in human erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1cccc2c1OC[C@@H]1CCN(C)[C@H]21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1134461,J. Med. Chem.,2001,,CHEMBL274107,,CHEMBL274107,,False,http://www.openphacts.org/units/Nanomolar,9833,=,1,True,=,,IC50,nM,,18620871366628656,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,Log IC50,,UO_0000065,,7.27
,764887,[],CHEMBL857083,Inhibitory activity against butyrylcholinesterase (BChE) in human erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CC[C@H]2COc3c(O)cccc3[C@H]21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1134461,J. Med. Chem.,2001,,CHEMBL268481,,CHEMBL268481,,False,http://www.openphacts.org/units/Nanomolar,9831,=,1,True,=,,IC50,nM,,1258925411794.17,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,Log IC50,,UO_0000065,,3.1
,766986,[],CHEMBL857083,Inhibitory activity against butyrylcholinesterase (BChE) in human erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1134461,J. Med. Chem.,2001,,CHEMBL94,PHYSOSTIGMINE,CHEMBL94,,False,http://www.openphacts.org/units/Nanomolar,9836,=,1,True,=,,IC50,nM,,43651583224016660,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,Log IC50,,UO_0000065,,7.64
,770211,[],CHEMBL654403,In vitro inhibition of Butyrylcholinesterase from human erythrocytes,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1.O=C(O)/C=C/C(=O)O,,,CHEMBL1128477,J. Med. Chem.,1995,"{'bei': '13.37', 'le': '0.25', 'lle': '0.42', 'sei': '8.64'}",CHEMBL94217,,CHEMBL92736,5.05,False,http://www.openphacts.org/units/Nanomolar,175456,=,1,True,=,,IC50,nM,,9000.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,9000.0
,771370,[],CHEMBL654403,In vitro inhibition of Butyrylcholinesterase from human erythrocytes,B,,,BAO_0000190,BAO_0000019,assay format,O=C1Cc2cc3onc(CCC4CCN(Cc5ccccc5)CC4)c3cc2N1,,,CHEMBL1128477,J. Med. Chem.,1995,"{'bei': '14.41', 'le': '0.26', 'lle': '1.24', 'sei': '9.27'}",CHEMBL328468,,CHEMBL328468,5.41,False,http://www.openphacts.org/units/Nanomolar,175457,=,1,True,=,,IC50,nM,,3900.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,3900.0
,771490,[],CHEMBL857083,Inhibitory activity against butyrylcholinesterase (BChE) in human erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCCCCCC(=O)NCCCCCCN1CC[C@H]2COc3ccccc3[C@H]21)NCCCCCCN1CC[C@H]2COc3ccccc3[C@H]21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1134461,J. Med. Chem.,2001,,CHEMBL2113719,,CHEMBL2113719,,False,http://www.openphacts.org/units/Nanomolar,9837,=,1,True,=,,IC50,nM,,1096478196143182.9,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,Log IC50,,UO_0000065,,6.04
,772459,[],CHEMBL654403,In vitro inhibition of Butyrylcholinesterase from human erythrocytes,B,,,BAO_0000190,BAO_0000019,assay format,O=C1CCc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc2N1,,,CHEMBL1128477,J. Med. Chem.,1995,"{'bei': '13.86', 'le': '0.25', 'lle': '0.84', 'sei': '9.25'}",CHEMBL329231,,CHEMBL329231,5.40,False,http://www.openphacts.org/units/Nanomolar,175452,=,1,True,=,,IC50,nM,,4000.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,4000.0
,772462,[],CHEMBL653527,In vitro inhibition of Butyrylcholinesterase from human serum,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,,,CHEMBL1128477,J. Med. Chem.,1995,"{'bei': '25.92', 'le': '0.49', 'lle': '5.37', 'sei': '15.93'}",CHEMBL94,PHYSOSTIGMINE,CHEMBL94,7.14,True,http://www.openphacts.org/units/Nanomolar,175453,=,1,True,=,,IC50,nM,,73.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,73.0
,777027,[],CHEMBL654403,In vitro inhibition of Butyrylcholinesterase from human erythrocytes,B,,,BAO_0000190,BAO_0000019,assay format,O=C1Cc2c(ccc3c(CCC4CCN(Cc5ccccc5)CC4)noc23)N1,,,CHEMBL1128477,J. Med. Chem.,1995,"{'bei': '15.07', 'le': '0.28', 'lle': '1.49', 'sei': '9.69'}",CHEMBL95020,,CHEMBL95020,5.66,False,http://www.openphacts.org/units/Nanomolar,175455,=,1,True,=,,IC50,nM,,2200.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,2200.0
,779430,[],CHEMBL857083,Inhibitory activity against butyrylcholinesterase (BChE) in human erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1cccc2c1OC[C@@H]1CCN(C)[C@H]21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1134461,J. Med. Chem.,2001,,CHEMBL274107,,CHEMBL274107,,False,http://www.openphacts.org/units/Nanomolar,9832,=,1,True,=,,IC50,nM,,1288249551693132.2,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,Log IC50,,UO_0000065,,6.11
,780670,[],CHEMBL857083,Inhibitory activity against butyrylcholinesterase (BChE) in human erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1ccc2c(c1)OC[C@@H]1CCN(C)[C@H]21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1134461,J. Med. Chem.,2001,,CHEMBL11833,,CHEMBL11833,,False,http://www.openphacts.org/units/Nanomolar,9835,=,1,True,=,,IC50,nM,,281838293126444.94,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,Log IC50,,UO_0000065,,5.45
,781771,[],CHEMBL857083,Inhibitory activity against butyrylcholinesterase (BChE) in human erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1cccc2c1OC[C@@H]1CCN(C)[C@H]21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1134461,J. Med. Chem.,2001,,CHEMBL274107,,CHEMBL274107,,False,http://www.openphacts.org/units/Nanomolar,9829,=,1,True,=,,IC50,nM,,16982436524617460,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,Log IC50,,UO_0000065,,7.23
,782610,[],CHEMBL654403,In vitro inhibition of Butyrylcholinesterase from human erythrocytes,B,,,BAO_0000190,BAO_0000019,assay format,Nc1c2c(nc3ccccc13)CCCC2,,,CHEMBL1128477,J. Med. Chem.,1995,"{'bei': '41.47', 'le': '0.75', 'lle': '5.52', 'sei': '21.13'}",CHEMBL95,TACRINE,CHEMBL95,8.22,True,http://www.openphacts.org/units/Nanomolar,175454,=,1,True,=,,IC50,nM,,6.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,6.0
,828485,[],CHEMBL654402,Ex vivo inhibition of human plasma Butyrylcholinesterase.,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1.O=C(O)C(O)C(O)C(=O)O,,,CHEMBL1135547,J. Med. Chem.,2002,"{'bei': '19.24', 'le': '0.36', 'lle': '2.51', 'sei': '16.29'}",CHEMBL332760,,CHEMBL129837,7.30,False,http://www.openphacts.org/units/Nanomolar,231956,=,1,True,=,,IC50,nM,,50.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,50.0
Not Determined,830733,[],CHEMBL654412,The compound was tested for inhibitory activity against Butyrylcholinesterase (BChE) from human serum; not determined,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1c2c(nc3ccccc13)CC1C=C(c3ccccc3)CC2C1,,,CHEMBL1132351,J. Med. Chem.,1999,,CHEMBL109431,,CHEMBL109431,,False,,207386,,1,False,,,IC50,,,,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,,,
,830845,[],CHEMBL654402,Ex vivo inhibition of human plasma Butyrylcholinesterase.,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)O[C@@H]2N3C)cc1,,,CHEMBL1135547,J. Med. Chem.,2002,"{'bei': '19.22', 'le': '0.36', 'lle': '2.88', 'sei': '14.07'}",CHEMBL333580,,CHEMBL333580,7.60,False,http://www.openphacts.org/units/Nanomolar,231971,=,1,True,=,,IC50,nM,,25.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,25.0
,831915,[],CHEMBL654402,Ex vivo inhibition of human plasma Butyrylcholinesterase.,B,,,BAO_0000190,BAO_0000366,cell-free format,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,,,CHEMBL1135547,J. Med. Chem.,2002,"{'bei': '17.88', 'le': '0.33', 'lle': '3.29', 'sei': '12.25'}",CHEMBL659,GALANTAMINE,CHEMBL659,5.14,True,http://www.openphacts.org/units/Nanomolar,231965,=,1,True,=,,IC50,nM,,7300.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,7300.0
,833027,[],CHEMBL654402,Ex vivo inhibition of human plasma Butyrylcholinesterase.,B,,,BAO_0000190,BAO_0000366,cell-free format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)c1ccccc1O,,,CHEMBL1135547,J. Med. Chem.,2002,"{'bei': '28.31', 'le': '0.53', 'lle': '6.03', 'sei': '17.40'}",CHEMBL338975,PHYSOSTIGMINE SALICYLATE,CHEMBL94,7.80,False,http://www.openphacts.org/units/Nanomolar,231955,=,1,True,=,,IC50,nM,,16.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,16.0
Not Determined,834120,[],CHEMBL654412,The compound was tested for inhibitory activity against Butyrylcholinesterase (BChE) from human serum; not determined,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCC1=CC2Cc3nc4ccccc4c(N)c3C(C1)C2,,,CHEMBL1132351,J. Med. Chem.,1999,,CHEMBL111255,,CHEMBL111255,,False,,207388,,1,False,,,IC50,,,,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,,,
,834124,[],CHEMBL654411,Inhibition of butyrylcholinesterase (BChE) activity in human serum,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1=CC2Cc3nc4cc(C)ccc4c(N)c3C(C1)C2,,,CHEMBL1132351,J. Med. Chem.,1999,"{'bei': '24.01', 'le': '0.43', 'lle': '2.23', 'sei': '16.31'}",CHEMBL109870,,CHEMBL109870,6.35,True,http://www.openphacts.org/units/Nanomolar,207385,=,1,True,=,,IC50,nM,,449.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,449.0
,839075,[],CHEMBL654402,Ex vivo inhibition of human plasma Butyrylcholinesterase.,B,,,BAO_0000190,BAO_0000366,cell-free format,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,,,CHEMBL1135547,J. Med. Chem.,2002,,CHEMBL1255901,HUPERZINE A,CHEMBL1255901,,True,http://www.openphacts.org/units/Nanomolar,231963,>,1,True,>,,IC50,nM,,10000.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,10000.0
,839078,[],CHEMBL654402,Ex vivo inhibition of human plasma Butyrylcholinesterase.,B,,,BAO_0000190,BAO_0000366,cell-free format,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,,,CHEMBL1135547,J. Med. Chem.,2002,"{'bei': '29.69', 'le': '0.56', 'lle': '4.67', 'sei': '22.67'}",CHEMBL636,RIVASTIGMINE,CHEMBL636,7.43,True,http://www.openphacts.org/units/Nanomolar,231962,=,1,True,=,,IC50,nM,,37.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,37.0
,840143,[],CHEMBL654411,Inhibition of butyrylcholinesterase (BChE) activity in human serum,B,,,BAO_0000190,BAO_0000366,cell-free format,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,,,CHEMBL1132351,J. Med. Chem.,1999,,CHEMBL1255901,HUPERZINE A,CHEMBL1255901,,False,http://www.openphacts.org/units/Nanomolar,207368,>,1,True,>,,IC50,nM,,100000.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,100000.0
,840176,[],CHEMBL654411,Inhibition of butyrylcholinesterase (BChE) activity in human serum,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1=CC2Cc3nc4ccccc4c(N)c3C(C1)C2,,,CHEMBL1132351,J. Med. Chem.,1999,"{'bei': '28.16', 'le': '0.51', 'lle': '3.24', 'sei': '18.12'}",CHEMBL322281,,CHEMBL322281,7.05,False,http://www.openphacts.org/units/Nanomolar,207379,=,1,True,=,,IC50,nM,,89.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,89.0
,840180,[],CHEMBL654411,Inhibition of butyrylcholinesterase (BChE) activity in human serum,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1=CC2Cc3nc4ccccc4c(N)c3C(C1)C2,,,CHEMBL1132351,J. Med. Chem.,1999,"{'bei': '27.56', 'le': '0.50', 'lle': '3.09', 'sei': '17.73'}",CHEMBL322281,,CHEMBL322281,6.90,True,http://www.openphacts.org/units/Nanomolar,207389,=,1,True,=,,IC50,nM,,126.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,126.0
,841625,[],CHEMBL654402,Ex vivo inhibition of human plasma Butyrylcholinesterase.,B,,,BAO_0000190,BAO_0000366,cell-free format,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)O[C@@H]1N2C,,,CHEMBL1135547,J. Med. Chem.,2002,"{'bei': '15.80', 'le': '0.29', 'lle': '1.89', 'sei': '10.74'}",CHEMBL124054,,CHEMBL124054,5.80,False,http://www.openphacts.org/units/Nanomolar,231973,=,1,True,=,,IC50,nM,,1570.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,1570.0
,841628,[],CHEMBL654402,Ex vivo inhibition of human plasma Butyrylcholinesterase.,B,,,BAO_0000190,BAO_0000366,cell-free format,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CC[N@@+](C)([O-])[C@@H]2N3C)cc1.Cl,,,CHEMBL1135547,J. Med. Chem.,2002,"{'bei': '13.36', 'le': '0.25', 'lle': '0.48', 'sei': '8.18'}",CHEMBL557400,,CHEMBL1196559,5.28,False,http://www.openphacts.org/units/Nanomolar,231970,=,1,True,=,,IC50,nM,,5200.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,5200.0
,843948,[],CHEMBL654402,Ex vivo inhibition of human plasma Butyrylcholinesterase.,B,,,BAO_0000190,BAO_0000366,cell-free format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)O[C@@H]1N2C,,,CHEMBL1135547,J. Med. Chem.,2002,"{'bei': '27.19', 'le': '0.52', 'lle': '6.21', 'sei': '14.66'}",CHEMBL123248,ESERIDINE,CHEMBL123248,7.92,False,http://www.openphacts.org/units/Nanomolar,231960,=,1,True,=,,IC50,nM,,12.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,12.0
,843951,[],CHEMBL654402,Ex vivo inhibition of human plasma Butyrylcholinesterase.,B,,,BAO_0000190,BAO_0000366,cell-free format,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N@@+](C)([O-])[C@@H]1N2C.Cl,,,CHEMBL1135547,J. Med. Chem.,2002,,CHEMBL556186,,CHEMBL1196224,,False,http://www.openphacts.org/units/Nanomolar,231972,>,1,True,>,,IC50,nM,,10000.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,10000.0
Not Determined,845139,[],CHEMBL654412,The compound was tested for inhibitory activity against Butyrylcholinesterase (BChE) from human serum; not determined,B,,,BAO_0000190,BAO_0000357,single protein format,C=CCC1=CC2Cc3nc4ccccc4c(N)c3C(C1)C2,,,CHEMBL1132351,J. Med. Chem.,1999,,CHEMBL323679,,CHEMBL323679,,False,,207371,,1,False,,,IC50,,,,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,,,
Not Determined,845141,[],CHEMBL654413,The compound was tested for ratio of IC50 of BChE/ IC50 of AChE; Not determined,B,,,BAO_0000190,BAO_0000357,single protein format,C=CCC1=CC2Cc3nc4ccccc4c(N)c3C(C1)C2,,,CHEMBL1132351,J. Med. Chem.,1999,,CHEMBL323679,,CHEMBL323679,,False,,207371,,1,False,,,IC50,,,,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,,,,
,846320,[],CHEMBL654411,Inhibition of butyrylcholinesterase (BChE) activity in human serum,B,,,BAO_0000190,BAO_0000366,cell-free format,CC1=CC2Cc3nc4ccccc4c(N)c3C(C1)C2,,,CHEMBL1132351,J. Med. Chem.,1999,"{'bei': '25.97', 'le': '0.47', 'lle': '2.69', 'sei': '16.71'}",CHEMBL322281,,CHEMBL322281,6.50,False,http://www.openphacts.org/units/Nanomolar,207380,=,1,True,=,,IC50,nM,,316.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,316.0
